年月,ASIN,SKU,售价,出库销量,出库销售额,采购成本,头程,佣金,税费,仓储费,Coupon预留(5%),尾程费(参考未计主线),广告花费,平衡ACOS%,目标ACOS%,当前ACOS%,含尾程保守平衡ACOS%,状态
2026-08,B0G7JL5X1V,KX4SGE12700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0G7JLC1HH,PT4SGE18800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0G7JLMTGR,KC4SGE05300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.01,,,,,数据不足
2026-08,B0G7JMS6RP,PT4SGE28200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.39,,,,,数据不足
2026-08,B0G7KF2FB2,PT4SGE18700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18,,,,,数据不足
2026-08,B0G7KGXP7B,KC4PSP16300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,,,,,数据不足
2026-08,B0G7KKJQ5H,KX4SGE17700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,,,,,数据不足
2026-08,B0G7KM1PKV,KC4SGE02700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.01,,,,,数据不足
2026-08,B0GCLN66DN,KC4SGE03100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,,,,,数据不足
2026-08,B0GCLNMCXZ,KC4SGE05500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.19,,,,,数据不足
2026-08,B0GCLNT37B,KC4PSP16600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,,,,,数据不足
2026-08,B0GCMDW1JT,KX4SGE11700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.6,,,,,数据不足
2026-08,B0GCMFMTPB,KC4SGE01800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,,,,,数据不足
2026-08,B0GCMGPV1W,KC4PSP16900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303.17,,,,,数据不足
2026-08,B0GCMM1G3Z,KC4PSP16900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GCMSMYTT,KC4SGE04600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,,,,,数据不足
2026-08,B0GCMTMPTY,KC4SGE05400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.23,,,,,数据不足
2026-08,B0GCN4Q5WQ,KC4SGE04300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17,,,,,数据不足
2026-08,B0GCN5PMDG,PT4SGE22500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,,,,,数据不足
2026-08,B0GCNDR2G5,KX4SGE08500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.92,,,,,数据不足
2026-08,B0GCNX9YLW,PT4SGE24100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,,,,,数据不足
2026-08,B0GCYHLH13,KC4SGE05000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,,,,,数据不足
2026-08,B0GHYTGJ93,KX4SGE13200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GHYZWJKB,KC4PSP16600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,,,,,数据不足
2026-08,B0GHZ2H7L3,KC4PSP17800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GHZCCP58,OO4SGE37000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.22,,,,,数据不足
2026-08,B0GJ2LP3NS,OO4SGE37000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.27,,,,,数据不足
2026-08,B0GQZ1RZM9,KC4PSP16400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,,,,,数据不足
2026-08,B0GQZ2QPKT,PT4SGE21100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.93,,,,,数据不足
2026-08,B0GQZ3245R,PT4SGE23400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.43,,,,,数据不足
2026-08,B0GQZ3DG39,KC4PSP17800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,,,,,数据不足
2026-08,B0GQZ3FQDS,KX4SGE09700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GQZ4J7Y3,KX4SGE08000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GQZ57Y5J,KC4SGE00400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GQZ5R5M4,KC4SGE01500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.04,,,,,数据不足
2026-08,B0GQZ5T8T1,PT4SGE23200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.12,,,,,数据不足
2026-08,B0GQZ61FG1,KC4SGE00800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GQZ66J1B,KC4PSP17100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,,,,,数据不足
2026-08,B0GQZ6KTDJ,KC4SGE03700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GQZ6L1DY,KX4SGE09300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.08,,,,,数据不足
2026-08,B0GQZ7P26X,KC4SGE01000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.07,,,,,数据不足
2026-08,B0GQZ7SP9P,PT4SGE22200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,,,,,数据不足
2026-08,B0GQZ8VJFR,KC4SGE04100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.75,,,,,数据不足
2026-08,B0GQZ8YXLD,KX4SGE11100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,,,,,数据不足
2026-08,B0GQZB25X4,KX4SGE08500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GQZB7LVN,KC4PSP16600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.16,,,,,数据不足
2026-08,B0GQZB7W6N,KX4SGE12100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.74,,,,,数据不足
2026-08,B0GQZB98RM,KC4SGE02800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.22,,,,,数据不足
2026-08,B0GQZBFLBD,KC4SGE00200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.37,,,,,数据不足
2026-08,B0GQZBFSJX,PT4SGE19300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,,,,,数据不足
2026-08,B0GQZBGPHP,KC4SGE00300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.48,,,,,数据不足
2026-08,B0GQZBLKNZ,PT4SGE21500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.95,,,,,数据不足
2026-08,B0GQZBWGFC,KC4SGE03900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,,,,,数据不足
2026-08,B0GQZBWXZK,KX4SGE08600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,,,,,数据不足
2026-08,B0GQZCKYLB,KC4SGE03000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,,,,,数据不足
2026-08,B0GQZCPRV6,PT4SGE24300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.58,,,,,数据不足
2026-08,B0GQZDL2NS,PT4SGE20100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,,,,,数据不足
2026-08,B0GQZF2QYL,KC4SGE00100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.66,,,,,数据不足
2026-08,B0GQZFFQ5Q,PT4SGE20300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37,,,,,数据不足
2026-08,B0GQZFJG9F,KC4PSP17900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GQZFL2B1,KC4SGE01200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,,,,,数据不足
2026-08,B0GQZFT9DT,KX4SGE08800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,,,,,数据不足
2026-08,B0GQZG719H,KC4PSP18000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14,,,,,数据不足
2026-08,B0GQZG8LWW,PT4SGE19500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.47,,,,,数据不足
2026-08,B0GQZGNF8J,PT4SGE19200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,,,,,数据不足
2026-08,B0GQZGRDST,PT4SGE18700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,,,,,数据不足
2026-08,B0GQZGS3VD,PT4SGE23600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,,,,,数据不足
2026-08,B0GQZH2W2D,KC4PSP17600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GQZHBVX9,KC4PSP16500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.88,,,,,数据不足
2026-08,B0GQZL16GG,KC4SGE00500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,,,,,数据不足
2026-08,B0GQZL592F,KC4SGE01700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,,,,,数据不足
2026-08,B0GQZLBNRQ,PT4SGE24100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.02,,,,,数据不足
2026-08,B0GQZLCCK2,PT4SGE21900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GQZLCFWN,KC4PSP17000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.62,,,,,数据不足
2026-08,B0GQZLQTNH,KX4SGE10200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.6,,,,,数据不足
2026-08,B0GQZMBCHQ,KC4SGE02500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GQZMKBRV,PT4SGE23300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GQZP2R34,PT4SGE20500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.18,,,,,数据不足
2026-08,B0GQZPS8SY,KX4SGE10100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.08,,,,,数据不足
2026-08,B0GQZPSNSN,KC4SGE04200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16,,,,,数据不足
2026-08,B0GR25QQWS,KX4SGE13100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR2LTYYB,PT4SGE26000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.48,,,,,数据不足
2026-08,B0GR2N4GF1,KC4SGE04800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,,,,,数据不足
2026-08,B0GR2R1SSP,PT4SGE22700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.95,,,,,数据不足
2026-08,B0GR2RS662,PT4SGE27800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.17,,,,,数据不足
2026-08,B0GR2RSK79,KX4SGE17100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.08,,,,,数据不足
2026-08,B0GR2RVVV3,KC4SGE03200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.59,,,,,数据不足
2026-08,B0GR2RWQ4Q,KC4SGE04300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR2TGJN9,PT4SGE26600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.12,,,,,数据不足
2026-08,B0GR2TR2DP,PT4SGE18500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.02,,,,,数据不足
2026-08,B0GR2TWC5H,PT4SGE27000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59,,,,,数据不足
2026-08,B0GR2V6YDD,PT4SGE20000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,,,,,数据不足
2026-08,B0GR2VM5S8,PT4SGE23700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.06,,,,,数据不足
2026-08,B0GR2VPMNH,KX4SGE17700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24,,,,,数据不足
2026-08,B0GR2WBPMS,PT4SGE26800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,,,,,数据不足
2026-08,B0GR2Y4CCY,PT4SGE28100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,,,,,数据不足
2026-08,B0GR2Y816C,PT4SGE24600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,,,,,数据不足
2026-08,B0GR2YLFN4,PT4SGE19800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,,,,,数据不足
2026-08,B0GR2ZS711,KC4SGE03400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,,,,,数据不足
2026-08,B0GR317V49,PT4SGE25800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,,,,,数据不足
2026-08,B0GR31HQBF,PT4SGE28200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.68,,,,,数据不足
2026-08,B0GR31KW94,KX4SGE16700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81,,,,,数据不足
2026-08,B0GR31VB2G,KC4SGE04700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,,,,,数据不足
2026-08,B0GR3222M5,KX4SGE12200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR32H6WX,PT4SGE26700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.2,,,,,数据不足
2026-08,B0GR33RCBC,KX4SGE12900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR34LPDQ,KX4SGE15200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.27,,,,,数据不足
2026-08,B0GR34N98F,KX4SGE15800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR34P7F9,KX4SGE17400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,,,,,数据不足
2026-08,B0GR34S7JX,KX4SGE15400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.06,,,,,数据不足
2026-08,B0GR36VYQS,PT4SGE19900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.38,,,,,数据不足
2026-08,B0GR3787KB,KX4SGE14500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,,,,,数据不足
2026-08,B0GR37HV17,KX4SGE13200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,,,,,数据不足
2026-08,B0GR37L92C,KC4SGE04900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,,,,,数据不足
2026-08,B0GR37MB24,KX4SGE13300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.65,,,,,数据不足
2026-08,B0GR397JMP,PT4SGE18400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR39PG5F,KX4SGE14700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.41,,,,,数据不足
2026-08,B0GR39QZSK,PT4SGE25600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,,,,,数据不足
2026-08,B0GR3B22MS,PT4SGE24400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.55,,,,,数据不足
2026-08,B0GR3BW2B8,KX4SGE12700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.19,,,,,数据不足
2026-08,B0GR3C2BNZ,OO4SGE37000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,,,,,数据不足
2026-08,B0GR3CBS3P,KX4SGE07900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,,,,,数据不足
2026-08,B0GR3CCY48,PT4SGE23100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37,,,,,数据不足
2026-08,B0GR3G1TLW,KC4SGE05100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,,,,,数据不足
2026-08,B0GR3G6NX3,KX4SGE14000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,,,,,数据不足
2026-08,B0GR3G81M3,KX4SGE13500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR3G9TGM,PT4SGE24900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.88,,,,,数据不足
2026-08,B0GR3HFYXR,KC4SGE05000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR3HTY84,PT4SGE26500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.32,,,,,数据不足
2026-08,B0GR3S5PMY,KX4SGE08900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,,,,,数据不足
2026-08,B0GR3S95R7,KX4SGE07700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.17,,,,,数据不足
2026-08,B0GR3WH3NJ,KC4SGE00100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.84,,,,,数据不足
2026-08,B0GR3WPSRN,PT4SGE19200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,,,,,数据不足
2026-08,B0GR3WS86L,KC4PSP18000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.04,,,,,数据不足
2026-08,B0GR3XD64S,KC4PSP17200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.09,,,,,数据不足
2026-08,B0GR3XL2LK,PT4SGE21000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.23,,,,,数据不足
2026-08,B0GR3YCSD2,KX4SGE16700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,,,,,数据不足
2026-08,B0GR3YN74C,PT4SGE24700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26,,,,,数据不足
2026-08,B0GR3YN8NQ,PT4SGE18700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.51,,,,,数据不足
2026-08,B0GR3YN8S1,KX4SGE14500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR3YR5Z8,PT4SGE20500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.41,,,,,数据不足
2026-08,B0GR3YXHBC,KC4SGE00800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR3Z3FT5,PT4SGE18500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.63,,,,,数据不足
2026-08,B0GR3Z3RGC,KC4SGE04800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR3Z8FHX,KC4SGE00600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.35,,,,,数据不足
2026-08,B0GR3ZCV78,KC4PSP17600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,,,,,数据不足
2026-08,B0GR3ZPH9F,KC4SGE04900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,,,,,数据不足
2026-08,B0GR3ZSDBQ,KC4SGE04600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,,,,,数据不足
2026-08,B0GR3ZV3TR,KC4SGE00500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.28,,,,,数据不足
2026-08,B0GR411G4V,PT4SGE20100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.79,,,,,数据不足
2026-08,B0GR42KYVW,KX4SGE07900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.18,,,,,数据不足
2026-08,B0GR42WDJ3,KC4SGE02500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.56,,,,,数据不足
2026-08,B0GR433QJG,KC4PSP17200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.32,,,,,数据不足
2026-08,B0GR434V63,KC4PSP16500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,,,,,数据不足
2026-08,B0GR4355NW,PT4SGE23600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,,,,,数据不足
2026-08,B0GR43565G,KC4SGE04300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR4377DH,KX4SGE13500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.39,,,,,数据不足
2026-08,B0GR43H631,KX4SGE09300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.47,,,,,数据不足
2026-08,B0GR43M38W,KX4SGE07900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.08,,,,,数据不足
2026-08,B0GR43WPY3,KX4SGE08300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.73,,,,,数据不足
2026-08,B0GR43Y8DM,KC4SGE03100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.46,,,,,数据不足
2026-08,B0GR448D5C,KX4SGE15200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,,,,,数据不足
2026-08,B0GR44RPWJ,KC4SGE01300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR44S7BH,KC4SGE03900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03,,,,,数据不足
2026-08,B0GR44TSPR,KX4SGE14500,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.53,,,,,数据不足
2026-08,B0GR452NGN,KX4SGE13700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,,,,,数据不足
2026-08,B0GR45633P,KX4SGE08100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.48,,,,,数据不足
2026-08,B0GR456L19,PT4SGE27800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.24,,,,,数据不足
2026-08,B0GR4598HK,KC4SGE01800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.2,,,,,数据不足
2026-08,B0GR45QD3N,KC4PSP16100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,,,,,数据不足
2026-08,B0GR45RYFH,KC4SGE03400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,,,,,数据不足
2026-08,B0GR45SYDD,PT4SGE19100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.74,,,,,数据不足
2026-08,B0GR45XNHQ,KX4SGE15400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
2026-08,B0GR45YTCV,PT4SGE20300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.58,,,,,数据不足
2026-08,B0GR45Z3RB,PT4SGE25400,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,,,,,数据不足
2026-08,B0GR462F31,KX4SGE12100,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.12,,,,,数据不足
2026-08,B0GR467465,KC4PSP16300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31,,,,,数据不足
2026-08,B0GR4683H2,KX4SGE17300,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.47,,,,,数据不足
2026-08,B0GR46BM7S,KC4PSP17600,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,,,,,数据不足
2026-08,B0GR46D9N4,PT4SGE26800,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36,,,,,数据不足
2026-08,B0GR46GVCQ,KX4SGE08200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,,,,,数据不足
2026-08,B0GR46H9H5,KC4SGE01700,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,,,,,数据不足
2026-08,B0GR46HMN7,PT4SGE22200,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.81,,,,,数据不足
2026-08,B0GR46J8VG,KC4PSP15900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.12,,,,,数据不足
2026-08,B0GR46KN36,KC4SGE00900,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.18,,,,,数据不足
2026-08,B0GR46YW5Z,KC4SGE01000,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,数据不足
