年月,ASIN,SKU,售价,出库销量,出库销售额,采购成本,头程,佣金,税费,仓储费,Coupon预留(5%),尾程费(参考未计主线),广告花费,平衡ACOS%,目标ACOS%,当前ACOS%,含尾程保守平衡ACOS%,状态
2026-08,B0DSPSL9SX,KX4SGE11100,1308.93,5.0,6544.66,3092.67,127.42,1380.92,417.1,221.32,327.23,0.0,37.34,14.94,9.94,0.57,14.94,可增投
2026-08,B0H6XDL6SG,KC4SGE04300,795.6,8.0,6364.8,3252.31,166.41,1342.97,430.87,286.24,318.24,0.0,106.29,8.92,3.92,1.67,8.92,可增投
2026-08,B0DWMVNYMS,PT4SGE25400,1572.7,4.0,6290.82,2629.43,101.27,1327.36,365.52,147.31,314.54,0.0,79.09,22.34,17.34,1.26,22.34,可增投
2026-08,B0DPCXF2L9,KC4PSP16500,884.0,7.0,6188.0,3015.03,136.44,1305.67,403.74,212.49,309.4,0.0,254.95,13.01,8.01,4.12,13.01,可增投
2026-08,B0DPCWK445,KX4SGE17300,1217.13,5.0,6085.66,3071.35,147.76,1284.07,408.02,170.35,304.28,0.0,13.06,11.5,6.5,0.21,11.5,可增投
2026-08,B0F672VQYZ,KX4SGE10900,1190.0,5.0,5950.0,2595.23,161.89,1255.45,356.88,190.18,297.5,0.0,253.25,18.37,13.37,4.26,18.37,可增投
2026-08,B0CN17GBN5,KC4PSP16100,833.99,7.0,5837.94,2654.93,260.83,1099.8,361.36,157.35,291.9,0.0,632.39,17.33,12.33,10.83,17.33,可增投
2026-08,B0DPZN1RR3,KC4SGE05100,1434.8,4.0,5739.2,2403.97,168.47,1210.97,334.0,186.55,286.96,0.0,85.89,20.01,15.01,1.5,20.01,可增投
2026-08,B0DWJG1S64,KX4SGE07900,1910.73,3.0,5732.2,2262.23,148.53,1209.49,319.28,147.34,286.61,0.0,68.55,23.7,18.7,1.2,23.7,可增投
2026-08,B0GR4N1CBL,KX4SGE07700,1883.6,3.0,5650.8,2372.89,155.31,1192.32,329.47,109.45,282.54,0.0,128.12,21.39,16.39,2.27,21.39,可增投
2026-08,B0H2Z1RV7D,KC4PSP15800,700.4,8.0,5603.2,2733.97,235.41,1182.28,365.99,274.89,280.16,0.0,0.0,9.47,4.47,0.0,9.47,可增投
2026-08,B0GQZ61J8N,KC4PSP18200,1353.2,4.0,5412.8,1816.14,293.22,1142.1,268.48,197.23,270.64,0.0,78.68,26.33,21.33,1.45,26.33,可增投
2026-08,B0GR2V4Y4F,KC4SGE05400,1353.2,4.0,5412.8,2436.53,97.05,1142.1,332.46,153.05,270.64,0.0,55.76,18.12,13.12,1.03,18.12,可增投
2026-08,B0GTT8WX7B,OO4SGE35600,1346.4,4.0,5385.6,2150.09,149.9,1136.36,302.51,108.95,269.28,0.0,116.97,23.55,18.55,2.17,23.55,可增投
2026-08,B0DPZS94X1,KX4SGE14500,1060.73,5.0,5303.66,2227.48,229.14,1119.07,309.26,155.33,265.18,0.0,224.35,18.82,13.82,4.23,18.82,可增投
2026-08,B0DQY5ZL3Z,KC4PSP18000,1319.13,4.0,5276.53,2202.82,131.01,1113.35,306.31,97.12,263.83,0.0,131.93,22.02,17.02,2.5,22.02,可增投
2026-08,B0DWMW8WBV,PT4SGE28200,1285.2,4.0,5140.8,1845.0,92.78,1084.71,267.38,130.89,257.04,0.0,23.73,28.46,23.46,0.46,28.46,可增投
2026-08,B0DPCX66CY,KX4SGE16500,1001.84,5.0,5009.22,2135.8,112.69,1056.95,295.39,197.48,250.46,0.0,55.08,19.17,14.17,1.1,19.17,可增投
2026-08,B0GQZ56VB2,KC4SGE00600,1666.0,3.0,4998.0,2427.9,113.62,1054.58,325.35,181.96,249.9,0.0,28.56,12.9,7.9,0.57,12.9,可增投
2026-08,B0GSD2NZ7K,OO4SGE38300,992.8,5.0,4964.0,2546.9,156.09,1047.4,337.11,109.94,248.2,0.0,37.95,10.44,5.44,0.76,10.44,可增投
2026-08,B0DWMT5PY9,PT4SGE24300,1210.33,4.0,4841.33,2131.07,82.27,1021.52,292.39,111.9,242.07,0.0,40.94,19.83,14.83,0.85,19.83,可增投
2026-08,B0CN1868JM,KC4PSP17900,952.0,5.0,4760.0,2238.01,160.94,1004.36,302.19,124.5,238.0,0.0,20.74,14.54,9.54,0.44,14.54,可增投
2026-08,B0DPCWYHX9,KC4SGE02800,945.2,5.0,4726.0,2167.67,122.02,997.19,294.43,162.9,236.3,0.0,191.03,15.77,10.77,4.04,15.77,可增投
2026-08,B0DPCX14JC,KX4SGE15800,1162.73,4.0,4650.93,2038.47,87.56,981.35,279.98,146.63,232.55,0.0,62.02,19.02,14.02,1.33,19.02,可增投
2026-08,B0DWMV85N5,PT4SGE27800,1149.13,4.0,4596.53,1848.04,65.18,969.87,259.53,167.78,229.83,0.0,59.71,22.98,17.98,1.3,22.98,可增投
2026-08,B0H6WNBRFQ,KX4SGE10200,1142.33,4.0,4569.33,2467.01,92.23,964.13,322.95,172.27,228.47,0.0,48.62,7.05,2.05,1.06,7.05,可增投
2026-08,B0BLRLL89F,KC4PSP17200,1130.5,4.0,4522.0,2124.34,387.12,954.14,286.9,106.46,226.1,0.0,134.11,9.66,4.66,2.97,9.66,可增投
2026-08,B0GQZ8T7R1,KC4SGE02400,1128.8,4.0,4515.2,1848.47,130.77,952.71,258.35,65.61,225.76,0.0,18.09,22.89,17.89,0.4,22.89,可增投
2026-08,B0DWK1388B,KX4SGE09200,1121.93,4.0,4487.73,1846.51,136.95,946.91,257.74,172.19,224.39,0.0,33.12,20.12,15.12,0.74,20.12,可增投
2026-08,B0DWMWW13T,PT4SGE21900,1109.69,4.0,4438.77,2066.32,96.51,936.58,279.67,88.82,221.94,0.0,27.54,16.87,11.87,0.62,16.87,可增投
2026-08,B0DWMVRNCJ,KX4SGE13100,1475.6,3.0,4426.8,1929.24,66.41,934.05,265.35,125.6,221.34,0.0,150.56,19.99,14.99,3.4,19.99,可增投
2026-08,B0GQZG42WY,KC4PSP16200,1475.6,3.0,4426.8,1827.51,269.44,934.05,254.86,118.8,221.34,0.0,44.54,18.09,13.09,1.01,18.09,可增投
2026-08,B0DSDMNPSC,KX4SGE15800,1098.47,4.0,4393.89,2038.47,87.56,927.11,276.13,146.63,219.69,0.0,54.2,15.89,10.89,1.23,15.89,可增投
2026-08,B0DSDVMWFK,KX4SGE09300,1463.7,3.0,4391.1,2133.61,180.91,926.52,285.89,80.52,219.56,0.0,63.59,12.85,7.85,1.45,12.85,可增投
2026-08,B0F18CHKSG,KX4SGE15200,1094.8,4.0,4379.2,2010.48,91.76,924.01,273.02,117.87,218.96,0.0,27.88,16.97,11.97,0.64,16.97,可增投
2026-08,B0GQZBWLRX,KC4SGE00700,1455.2,3.0,4365.6,1979.75,63.76,921.14,269.65,110.57,218.28,0.0,237.54,18.38,13.38,5.44,18.38,可增投
2026-08,B0H6WKSJ7V,OO4SGE37500,1074.33,4.0,4297.33,1903.72,99.18,906.74,260.78,90.6,214.87,0.0,51.41,19.12,14.12,1.2,19.12,可增投
2026-08,B0GSCQZNBJ,OO4SGE36800,1428.0,3.0,4284.0,1752.21,108.94,903.92,244.96,147.94,214.2,0.0,80.11,21.28,16.28,1.87,21.28,可增投
2026-08,B0DWMSSG1M,PT4SGE28100,1387.2,3.0,4161.6,1816.39,71.4,878.1,249.74,91.79,208.08,0.0,163.01,20.33,15.33,3.92,20.33,可增投
2026-08,B0H6WJ68X4,KC4PSP15900,829.53,5.0,4147.66,2073.02,106.83,875.16,275.99,160.56,207.38,0.0,56.65,10.82,5.82,1.37,10.82,可增投
2026-08,B0F6LJCNJ5,KX4SGE10200,1380.4,3.0,4141.2,1850.26,69.17,873.79,252.93,129.2,207.06,0.0,107.25,18.32,13.32,2.59,18.32,可增投
2026-08,B0G7JWTSN6,KX4SGE12900,1033.6,4.0,4134.4,1826.23,92.77,872.36,250.35,137.12,206.72,0.0,18.29,18.11,13.11,0.44,18.11,可增投
2026-08,B0DQ47S1R8,KC4SGE05200,1026.8,4.0,4107.2,2028.3,95.2,866.62,270.78,164.48,205.36,0.0,8.23,11.6,6.6,0.2,11.6,可增投
2026-08,B0DWMT4JDS,PT4SGE25600,1020.0,4.0,4080.0,1814.34,87.2,860.88,248.3,124.24,204.0,0.0,172.19,18.16,13.16,4.22,18.16,可增投
2026-08,B0DWMTK9F5,PT4SGE24400,1353.2,3.0,4059.6,1679.6,79.76,856.58,234.1,98.45,202.98,0.0,56.17,22.37,17.37,1.38,22.37,可增投
2026-08,B0DWMVSV8M,PT4SGE23200,1353.2,3.0,4059.6,1234.51,71.39,856.58,188.2,96.23,202.98,0.0,27.41,34.73,29.73,0.68,34.73,可增投
2026-08,B0DWMXBCS8,PT4SGE27600,1353.2,3.0,4059.6,1631.09,58.07,856.58,229.1,95.0,202.98,0.0,42.03,24.31,19.31,1.04,24.31,可增投
2026-08,B0F9P3N6DH,KC4SGE05400,1353.2,3.0,4059.6,1827.4,72.79,856.58,249.34,114.79,202.98,0.0,71.54,18.12,13.12,1.76,18.12,可增投
2026-08,B0H6WNKC22,OO4SGE36800,1319.13,3.0,3957.4,1752.21,108.94,835.01,240.06,147.94,197.87,0.0,25.71,17.07,12.07,0.65,17.07,可增投
2026-08,B0DSDQJT1S,KC4SGE00500,1292.0,3.0,3876.0,1793.34,76.46,817.84,243.08,72.67,193.8,0.0,74.6,17.51,12.51,1.92,17.51,可增投
2026-08,B0DWJQ3GNZ,KX4SGE12800,1291.93,3.0,3875.8,1725.66,77.6,817.79,236.1,82.91,193.79,0.0,80.11,19.14,14.14,2.07,19.14,可增投
2026-08,B0DPCWP8WR,KX4SGE14900,1277.31,3.0,3831.94,1608.83,70.89,808.54,223.39,113.84,191.6,0.0,231.42,21.26,16.26,6.04,21.26,可增投
2026-08,B0GY85VZTV,KC4PSP16100,921.94,4.0,3687.78,1517.11,158.54,778.12,211.77,104.9,184.39,0.0,0.0,19.88,14.88,0.0,19.88,可增投
2026-08,B0DPMTFB27,KC4PSP15800,727.6,5.0,3638.0,1708.73,147.13,767.62,230.78,171.81,181.9,0.0,212.52,11.82,6.82,5.84,11.82,可增投
2026-08,B0GQZCB8W1,KC4PSP17200,1196.8,3.0,3590.4,1593.26,290.34,757.57,218.16,79.85,179.52,0.0,115.68,13.14,8.14,3.22,13.14,可增投
2026-08,B0GSCZ2K1B,OO4SGE37500,1190.0,3.0,3570.0,1427.79,74.39,753.27,200.79,67.95,178.5,0.0,92.83,24.29,19.29,2.6,24.29,可增投
2026-08,B0DWMTCC74,PT4SGE19200,584.8,6.0,3508.8,1465.29,118.97,740.36,203.74,166.83,175.44,0.0,165.53,18.19,13.19,4.72,18.19,可增投
2026-08,B0DR144TNH,KX4SGE10300,1156.0,3.0,3468.0,1556.44,69.14,731.75,212.53,125.97,173.4,0.0,147.78,17.27,12.27,4.26,17.27,可增投
2026-08,B0H32FRVTL,KX4SGE10200,1142.4,3.0,3427.2,1850.26,69.17,723.14,242.22,129.2,171.36,0.0,3.06,7.06,2.06,0.09,7.06,可增投
2026-08,B0DWMTZ8H1,PT4SGE26100,852.72,4.0,3410.88,975.16,94.48,719.7,151.73,114.55,170.54,0.0,71.61,34.73,29.73,2.1,34.73,可增投
2026-08,B0D13MZ7N5,KC4PSP16600,852.65,4.0,3410.61,1812.05,95.58,719.64,238.03,106.4,170.53,0.0,0.0,7.87,2.87,0.0,7.87,可增投
2026-08,B0DPCXZJQR,KC4PSP17500,1135.6,3.0,3406.8,1469.14,60.44,718.83,202.61,302.77,170.34,0.0,75.69,14.17,9.17,2.22,14.17,可增投
2026-08,B0GSD1T7VX,OO4SGE38500,1135.6,3.0,3406.8,1213.27,85.19,718.83,176.22,81.71,170.34,0.0,36.25,28.21,23.21,1.06,28.21,可增投
2026-08,B0DWMVS1WG,PT4SGE26700,850.0,4.0,3400.0,1646.8,92.37,717.4,220.83,95.21,170.0,0.0,173.28,13.45,8.45,5.1,13.45,可增投
2026-08,B0GR4MK3S3,KC4SGE00900,1686.4,2.0,3372.8,1344.09,82.56,711.66,189.2,80.51,168.64,0.0,6.32,23.6,18.6,0.19,23.6,可增投
2026-08,B0DL55S89N,KC4SGE00900,1685.58,2.0,3371.17,1344.09,82.56,711.32,189.18,80.51,168.56,0.0,18.57,23.58,18.58,0.55,23.58,可增投
2026-08,B0DPCX69RB,KC4SGE00600,1666.0,2.0,3332.0,1618.6,75.75,703.05,216.9,121.3,166.6,0.0,81.67,12.9,7.9,2.45,12.9,可增投
2026-08,B0D579TSP1,KC4SGE04200,829.6,4.0,3318.4,1527.08,82.5,700.18,207.26,102.35,165.92,0.0,126.88,16.07,11.07,3.82,16.07,可增投
2026-08,B0GQZCPKQ3,KX4SGE08100,1652.4,2.0,3304.8,1520.14,82.74,697.31,206.34,89.17,165.24,0.0,43.25,16.46,11.46,1.31,16.46,可增投
2026-08,B0F6LJCDCK,KX4SGE08300,1093.71,3.0,3281.14,1382.95,70.35,692.32,191.83,106.85,164.06,0.0,63.79,20.5,15.5,1.94,20.5,可增投
2026-08,B0F9P2QX6Z,KX4SGE13500,1632.48,2.0,3264.95,1529.27,77.93,688.9,206.68,91.16,163.25,0.0,428.44,15.55,10.55,13.12,15.55,接近平衡线
2026-08,B0FLY4JKWH,KC4SGE03200,1632.0,2.0,3264.0,1065.66,45.91,688.7,158.86,73.13,163.2,0.0,3.26,32.74,27.74,0.1,32.74,可增投
2026-08,B0H9PZ5PBR,KX4SGE08100,1631.93,2.0,3263.86,1520.14,82.74,688.68,205.72,89.17,163.19,0.0,6.39,15.75,10.75,0.2,15.75,可增投
2026-08,B0GR4K8L8W,PT4SGE24100,1618.4,2.0,3236.8,1481.42,72.66,682.96,201.32,77.75,161.84,0.0,23.73,17.27,12.27,0.73,17.27,可增投
2026-08,B0H6WFXWPG,PT4SGE24100,1618.33,2.0,3236.66,1481.42,72.66,682.94,201.32,77.75,161.83,0.0,20.4,17.26,12.26,0.63,17.26,可增投
2026-08,B0DPCXKHXJ,KX4SGE13700,1075.83,3.0,3227.48,1484.11,67.77,681.0,201.46,110.38,161.37,0.0,664.21,16.15,11.15,20.58,16.15,高于平衡线，需优化
2026-08,B0DPCXH2PS,KC4PSP16700,1072.29,3.0,3216.88,1421.69,81.01,678.76,194.87,101.62,160.84,0.0,193.88,17.97,12.97,6.03,17.97,可增投
2026-08,B0H6W8QSG9,KX4SGE10100,1067.53,3.0,3202.6,1609.65,58.45,675.75,214.03,124.0,160.13,0.0,31.76,11.26,6.26,0.99,11.26,可增投
2026-08,B0DWMV7693,PT4SGE24600,1598.0,2.0,3196.0,1627.69,75.92,674.36,215.8,99.19,159.8,0.0,55.76,10.74,5.74,1.74,10.74,可增投
2026-08,B0DPCWLPQ4,KC4SGE01200,1060.8,3.0,3182.4,1515.19,79.24,671.49,203.99,170.28,159.12,0.0,81.67,12.04,7.04,2.57,12.04,可增投
2026-08,B0GSCGSCM3,OO4SGE34600,1550.4,2.0,3100.8,1301.59,77.35,654.27,180.74,81.79,155.04,0.0,43.8,20.96,15.96,1.41,20.96,可增投
2026-08,B0DPCX3B23,KX4SGE18000,1026.8,3.0,3080.4,1225.87,60.33,649.96,172.62,129.52,154.02,0.0,90.65,22.34,17.34,2.94,22.34,可增投
2026-08,B0H9M3FJ37,KX4SGE12700,1026.73,3.0,3080.2,1642.01,88.64,649.92,215.54,82.91,154.01,0.0,0.0,8.02,3.02,0.0,8.02,可增投
2026-08,B0DWMVQ3MR,PT4SGE23600,1518.92,2.0,3037.83,992.97,57.57,640.98,147.97,61.36,151.89,0.0,259.78,32.43,27.43,8.55,32.43,可增投
2026-08,B0DWMVBS9V,PT4SGE27900,1011.3,3.0,3033.89,1383.76,66.13,640.15,188.21,96.17,151.69,0.0,31.15,16.74,11.74,1.03,16.74,可增投
2026-08,B0H6WFLFYJ,KX4SGE14000,1482.33,2.0,2964.66,1316.29,72.91,625.54,180.21,83.85,148.23,0.0,10.88,18.13,13.13,0.37,18.13,可增投
2026-08,B0GR4MMBH1,KC4SGE00700,1455.2,2.0,2910.4,1319.83,42.51,614.09,179.76,73.71,145.52,0.0,232.92,18.38,13.38,8.0,18.38,可增投
2026-08,B0GR4FDFSQ,KC4SGE05100,1428.0,2.0,2856.0,1201.99,84.24,602.62,166.79,93.27,142.8,0.0,14.42,19.76,14.76,0.5,19.76,可增投
2026-08,B0H6WHDDM2,OO4SGE36000,1421.13,2.0,2842.26,1306.31,81.01,599.72,177.35,80.84,142.11,0.0,30.74,16.01,11.01,1.08,16.01,可增投
2026-08,B0FLY3JV9J,KX4SGE12200,938.4,3.0,2815.2,1464.98,119.5,594.01,193.3,71.84,140.76,0.0,53.32,8.2,3.2,1.89,8.2,可增投
2026-08,B0F9P2Y523,KX4SGE12600,1400.26,2.0,2800.51,1252.94,59.53,590.91,171.22,92.03,140.03,0.0,55.63,17.63,12.63,1.99,17.63,可增投
2026-08,B0DWMTBPZG,KX4SGE12400,1394.41,2.0,2788.82,1269.06,59.8,588.44,172.7,87.31,139.44,0.0,68.55,16.93,11.93,2.46,16.93,可增投
2026-08,B0FLY7Y3ZS,KC4SGE04800,1393.93,2.0,2787.86,1310.65,43.01,588.24,176.98,69.1,139.39,0.0,61.21,16.52,11.52,2.2,16.52,可增投
2026-08,B0F66YQD1K,KX4SGE10200,1380.4,2.0,2760.8,1233.51,46.12,582.53,168.62,86.13,138.04,0.0,74.74,18.32,13.32,2.71,18.32,可增投
2026-08,B0GQZ5YHNS,PT4SGE19400,918.0,3.0,2754.0,741.7,74.64,581.09,117.8,122.68,137.7,0.0,52.09,35.53,30.53,1.89,35.53,可增投
2026-08,B0GSCS65GB,OO4SGE36300,1373.6,2.0,2747.2,1238.94,45.78,579.66,168.97,86.5,137.36,0.0,10.2,17.84,12.84,0.37,17.84,可增投
2026-08,B0DR167V3Z,KX4SGE08600,911.2,3.0,2733.6,1266.9,168.84,576.79,171.65,79.52,136.68,0.0,129.55,12.19,7.19,4.74,12.19,可增投
2026-08,B0DWMTXQZK,PT4SGE19800,680.0,4.0,2720.0,957.07,76.13,573.92,139.5,128.7,136.0,0.0,34.68,26.05,21.05,1.28,26.05,可增投
2026-08,B0GR45VKKR,PT4SGE24900,1353.2,2.0,2706.4,1497.49,44.29,571.05,195.02,96.12,135.32,0.0,62.02,6.17,1.17,2.29,6.17,接近平衡线
2026-08,B0H6WQFDG8,KC4SGE05400,1353.13,2.0,2706.26,1218.27,48.53,571.02,166.23,76.53,135.31,0.0,39.44,18.12,13.12,1.46,18.12,可增投
2026-08,B0F9P7JHMQ,KC4SGE04200,897.6,3.0,2692.8,1145.31,61.88,568.18,158.5,76.76,134.64,0.0,52.84,20.33,15.33,1.96,20.33,可增投
2026-08,B0GTTQ9NMZ,OO4SGE35600,1346.4,2.0,2692.8,1075.04,74.95,568.18,151.26,54.48,134.64,0.0,7.62,23.55,18.55,0.28,23.55,可增投
2026-08,B0H6WP99DL,KC4PSP17700,890.73,3.0,2672.2,1427.13,68.78,563.83,187.26,109.68,133.61,0.0,23.94,6.81,1.81,0.9,6.81,可增投
2026-08,B0H2Z6B7SD,KC4SGE00700,1319.2,2.0,2638.4,1319.83,42.51,556.7,175.68,73.71,131.92,0.0,7.14,12.81,7.81,0.27,12.81,可增投
2026-08,B0DL56SP1J,KC4SGE01800,877.2,3.0,2631.6,1281.91,81.41,555.27,171.67,142.98,131.58,0.0,15.64,10.14,5.14,0.59,10.14,可增投
2026-08,B0DPCXS49Q,KX4SGE17100,1311.31,2.0,2622.62,968.85,40.99,553.37,139.25,72.49,131.13,0.0,27.81,27.32,22.32,1.06,27.32,可增投
2026-08,B0CX55D1S9,KC4PSP16600,863.6,3.0,2590.8,1359.04,71.69,546.66,179.01,79.8,129.54,0.0,17.68,8.69,3.69,0.68,8.69,可增投
2026-08,B0DSDP8SFX,KC4PSP17000,1294.04,2.0,2588.08,1086.82,98.94,546.08,150.9,75.51,129.4,0.0,146.21,19.34,14.34,5.65,19.34,可增投
2026-08,B0F672XXMY,KC4SGE00500,1292.0,2.0,2584.0,1195.56,50.97,545.22,162.05,48.45,129.2,0.0,55.7,17.51,12.51,2.16,17.51,可增投
2026-08,B0H32PD3NP,KC4SGE04800,1285.2,2.0,2570.4,1310.65,43.01,542.35,173.72,69.1,128.52,0.0,0.0,11.79,6.79,0.0,11.79,可增投
2026-08,B0DWMWR57F,PT4SGE20000,639.2,4.0,2556.8,990.05,104.67,539.48,140.45,417.87,127.84,0.0,93.3,9.25,4.25,3.65,9.25,可增投
2026-08,B0H9LN8C77,KC4PSP16600,849.93,3.0,2549.8,1359.04,71.69,538.01,178.4,79.8,127.49,0.0,15.1,7.66,2.66,0.59,7.66,可增投
2026-08,B0H9LR7JC8,KX4SGE12400,1257.93,2.0,2515.86,1269.06,59.8,530.85,168.61,87.31,125.79,0.0,0.0,10.91,5.91,0.0,10.91,可增投
2026-08,B0H6XD418V,OO4SGE34300,1244.33,2.0,2488.66,1222.18,138.26,525.11,163.37,72.8,124.43,0.0,108.81,9.74,4.74,4.37,9.74,可增投
2026-08,B0H6WQM9V9,KC4PSP16300,1237.53,2.0,2475.06,1212.53,77.05,522.24,162.17,94.46,123.75,0.0,66.37,11.43,6.43,2.68,11.43,可增投
2026-08,B0FLY1BWD5,KX4SGE15400,1224.0,2.0,2448.0,797.39,43.78,516.53,118.95,67.8,122.4,0.0,142.68,31.91,26.91,5.83,31.91,可增投
2026-08,B0DQZWB77C,KX4SGE15800,1217.13,2.0,2434.26,1019.24,43.78,513.63,141.62,73.31,121.71,0.0,83.31,21.4,16.4,3.42,21.4,可增投
2026-08,B0G7JVVRK2,KX4SGE17300,1217.13,2.0,2434.26,1228.54,59.1,513.63,163.21,68.14,121.71,0.0,33.05,11.5,6.5,1.36,11.5,可增投
2026-08,B0H6WC8Q7C,KX4SGE17300,1217.13,2.0,2434.26,1228.54,59.1,513.63,163.21,68.14,121.71,0.0,0.0,11.5,6.5,0.0,11.5,可增投
2026-08,B0F6LVFPSB,PT4SGE20300,808.86,3.0,2426.58,866.74,52.58,512.01,125.78,131.94,121.33,0.0,105.75,25.39,20.39,4.36,25.39,可增投
2026-08,B0H6XCDWXV,PT4SGE24700,1203.53,2.0,2407.06,1251.33,75.62,507.89,165.15,64.06,120.35,0.0,12.11,9.25,4.25,0.5,9.25,可增投
2026-08,B0DWMVF21W,PT4SGE21100,598.4,4.0,2393.6,1097.24,71.64,505.05,149.06,288.59,119.68,0.0,20.33,6.78,1.78,0.85,6.78,可增投
2026-08,B0H9Q561F6,KC4SGE04300,792.68,3.0,2378.03,1219.62,62.4,501.76,161.44,107.34,118.9,0.0,0.0,8.69,3.69,0.0,8.69,可增投
2026-08,B0GR4FJPJC,KC4SGE00500,1176.4,2.0,2352.8,1195.56,50.97,496.44,158.58,48.45,117.64,0.0,17.07,12.12,7.12,0.73,12.12,可增投
2026-08,B0H6WLTB7W,KC4PSP18200,1155.93,2.0,2311.86,908.07,146.61,487.8,128.32,98.62,115.59,0.0,41.55,18.46,13.46,1.8,18.46,可增投
2026-08,B0DSF696TB,KC4SGE01200,1149.47,2.0,2298.94,1010.13,52.83,485.08,138.65,113.52,114.95,0.0,62.97,16.69,11.69,2.74,16.69,可增投
2026-08,B0D14DZSF4,KC4SGE05100,1149.2,2.0,2298.4,1201.99,84.24,484.96,158.43,93.27,114.92,0.0,26.52,6.99,1.99,1.15,6.99,可增投
2026-08,B0DWMWXN5W,KX4SGE10100,1142.4,2.0,2284.8,1073.1,38.97,482.09,144.94,82.66,114.24,0.0,55.56,15.27,10.27,2.43,15.27,可增投
2026-08,B0GR4TMSHC,KC4SGE04700,1142.4,2.0,2284.8,945.98,56.92,482.09,131.83,54.22,114.24,0.0,32.23,21.86,16.86,1.41,21.86,可增投
2026-08,B0CF5F916G,KC4PSP17600,1135.8,2.0,2271.61,984.67,40.47,479.31,135.62,57.54,113.58,0.0,200.82,20.27,15.27,8.84,20.27,可增投
2026-08,B0GR454Y3M,KC4PSP17500,1128.8,2.0,2257.6,979.43,40.29,476.35,134.87,201.84,112.88,0.0,18.5,13.82,8.82,0.82,13.82,可增投
2026-08,B0F6Y8GRD1,KC4PSP17000,1122.0,2.0,2244.0,1086.82,98.94,473.48,145.74,75.51,112.2,0.0,24.75,11.2,6.2,1.1,11.2,可增投
2026-08,B0DR1582JY,KX4SGE11700,1109.96,2.0,2219.93,849.34,77.15,468.4,120.89,50.39,111.0,0.0,76.23,24.45,19.45,3.43,24.45,可增投
2026-08,B0DM98SRX6,KC4PSP18200,1108.88,2.0,2217.75,908.07,146.61,467.95,126.91,98.62,110.89,0.0,5.98,16.17,11.17,0.27,16.17,可增投
2026-08,B0CN6XCKMD,KC4PSP17500,1098.13,2.0,2196.26,979.43,40.29,463.41,133.95,201.84,109.81,0.0,85.48,12.18,7.18,3.89,12.18,可增投
2026-08,B0GQZFR5GF,KX4SGE09100,1098.13,2.0,2196.26,1203.54,66.66,463.41,157.06,75.25,109.81,0.0,16.32,5.49,0.49,0.74,5.49,接近平衡线
2026-08,B0GQZJJ997,KX4SGE08300,1094.8,2.0,2189.6,921.97,46.9,462.01,127.92,71.23,109.48,0.0,31.35,20.56,15.56,1.43,20.56,可增投
2026-08,B0GSD5QBTT,OO4SGE35200,1094.8,2.0,2189.6,1183.36,50.22,462.01,154.88,84.86,109.48,0.0,31.83,6.61,1.61,1.45,6.61,可增投
2026-08,B0F6LQ1KNV,KX4SGE14500,1090.18,2.0,2180.35,890.99,91.66,460.05,124.59,62.13,109.02,0.0,33.32,20.27,15.27,1.53,20.27,可增投
2026-08,B0FCXR51DX,KC4SGE02500,1088.0,2.0,2176.0,949.28,56.94,459.14,130.53,60.98,108.8,0.0,26.93,18.86,13.86,1.24,18.86,可增投
2026-08,B0GQZBK3H6,KC4PSP16100,1074.4,2.0,2148.8,758.55,79.27,453.4,110.46,52.45,107.44,0.0,42.16,27.33,22.33,1.96,27.33,可增投
2026-08,B0DWMW8QBM,PT4SGE23900,711.96,3.0,2135.88,826.98,58.69,450.67,117.32,73.73,106.79,0.0,80.93,23.49,18.49,3.79,23.49,可增投
2026-08,B0D5VM1FST,KC4PSP17500,1067.53,2.0,2135.06,979.43,40.29,450.5,133.03,201.84,106.75,0.0,30.53,10.45,5.45,1.43,10.45,可增投
2026-08,B0DPCVYND6,KC4SGE03000,530.4,4.0,2121.6,792.09,77.0,447.66,113.51,87.48,106.08,0.0,69.57,23.46,18.46,3.28,23.46,可增投
2026-08,B0H6WJZR7L,KX4SGE15400,1060.73,2.0,2121.46,797.39,43.78,447.63,114.05,67.8,106.07,0.0,23.87,25.68,20.68,1.13,25.68,可增投
2026-08,B0H6WKKXKW,KX4SGE14500,1060.73,2.0,2121.46,890.99,91.66,447.63,123.71,62.13,106.07,0.0,5.1,18.82,13.82,0.24,18.82,可增投
2026-08,B0FCXKTPVG,PT4SGE19300,1053.93,2.0,2107.86,487.19,106.24,444.76,81.86,40.46,105.39,0.0,42.98,39.94,34.94,2.04,39.94,可增投
